Record_ID,District,Timestamp,Date,Time,Day_of_Week,Intersection_Name,Zone,Road_Type,Vehicle_Count,Vehicle_Type_Dominant,Average_Speed_kmh,Congestion_Level,Queue_Length_meters,Signal_Cycle_Seconds,Green_Time_Ratio,Pedestrian_Count,Weather_Condition,Temperature_Celsius,Visibility_meters,Incident_Type,Incident_Severity,Travel_Time_Index,Occupancy_Rate,Air_Quality_Index
118,Salem,20-03-2024 13:41,20-03-2024,13:41,Wednesday,Five_Roads,Ammapet,Inner_Road,256,Two_Wheeler_Dominant,30.8,High,45,82,0.52,291,Clear,18.6,719.8,None,None,1.68,0.84,59
119,Salem,21-03-2024 02:28,21-03-2024,2:28,Thursday,Attur_Road_Junction,Steel_Plant,Inner_Road,448,Mixed,24.93,High,20,60,0.45,231,Clear,21.3,248.8,Accident,Minor,1.35,0.66,63
120,Salem,21-03-2024 07:11,21-03-2024,7:11,Thursday,Omalur_Junction,Hasthampatti,Inner_Road,247,Heavy_Vehicles,38.18,Low,1,109,0.4,73,Clear,19.7,332.8,None,None,1.71,0.77,56
121,Salem,21-03-2024 14:53,21-03-2024,14:53,Thursday,Seelanaickenpatti_Signal,Sankari_Main_Road,Inner_Road,589,Mixed,30.4,Moderate,68,163,0.48,49,Rain,26.9,468.5,Accident,None,1.97,0.73,212
122,Salem,22-03-2024 23:55,22-03-2024,23:55,Friday,Hasthampatti_Circle,New_Suramangalam,Main_Road,560,Two_Wheeler_Dominant,44.85,High,41,84,0.53,286,Cloudy,37.8,311.5,Breakdown,None,0.91,0.72,87
123,Salem,23-03-2024 10:26,23-03-2024,10:26,Saturday,Omalur_Junction,New_Suramangalam,Inner_Road,476,Heavy_Vehicles,65.29,High,57,127,0.49,295,Clear,34.4,764.1,None,Minor,2.79,0.87,72
124,Salem,23-03-2024 17:49,23-03-2024,17:49,Saturday,Kitchipalayam_Signal,Hasthampatti,Main_Road,417,Car_Dominant,58.97,Low,77,141,0.63,26,Clear,32.4,676.6,None,None,2.75,0.15,154
125,Salem,23-03-2024 23:28,23-03-2024,23:28,Saturday,Cherry_Road_Junction,Fairlands,Inner_Road,263,Mixed,18.49,High,23,77,0.35,72,Clear,35.4,570.3,Market_Congestion,None,2.27,0.55,126
126,Salem,24-03-2024 05:56,24-03-2024,5:56,Sunday,Saradha_College_Signal,Sankari_Main_Road,Inner_Road,428,Two_Wheeler_Dominant,68.08,Moderate,31,174,0.6,114,Cloudy,31.4,863.6,Accident,Moderate,1.33,0.64,244
127,Salem,24-03-2024 14:24,24-03-2024,14:24,Sunday,Omalur_Junction,Attur_Road,State_Highway,210,Heavy_Vehicles,42.07,Moderate,78,122,0.3,165,Clear,25.1,501,None,Minor,0.81,0.19,238
128,Salem,27-03-2024 21:05,27-03-2024,21:05,Wednesday,Seelanaickenpatti_Signal,Attur_Road,Inner_Road,240,Car_Dominant,58.37,High,38,104,0.46,44,Fog,28.9,826.4,None,Major,0.92,0.64,247
129,Salem,30-03-2024 03:42,30-03-2024,3:42,Saturday,Seelanaickenpatti_Signal,New_Suramangalam,Inner_Road,80,Mixed,27.74,Severe,21,164,0.62,140,Rain,19.8,283.1,Accident,None,0.84,0.91,97
130,Salem,30-03-2024 19:36,30-03-2024,19:36,Saturday,Saradha_College_Signal,Hasthampatti,State_Highway,306,Two_Wheeler_Dominant,66.69,Severe,72,84,0.44,119,Cloudy,19.7,727.5,Breakdown,Minor,2.33,0.55,128
131,Salem,31-03-2024 22:33,31-03-2024,22:33,Sunday,Cherry_Road_Junction,Omalur_Road,Main_Road,309,Two_Wheeler_Dominant,36.85,Low,67,172,0.42,139,Cloudy,29,761,None,Minor,2.11,0.83,196
132,Salem,01-04-2024 16:58,01-04-2024,16:58,Monday,Attur_Road_Junction,New_Suramangalam,Main_Road,535,Two_Wheeler_Dominant,35.03,High,50,128,0.33,296,Clear,28.3,245.5,None,None,0.93,0.27,111
133,Salem,02-04-2024 05:11,02-04-2024,5:11,Tuesday,New_Bus_Stand_Junction,Fairlands,Inner_Road,535,Mixed,61.71,Moderate,0,110,0.41,200,Hot,38.4,773.5,None,Minor,2.27,0.22,117
134,Salem,03-04-2024 08:29,03-04-2024,8:29,Wednesday,New_Bus_Stand_Junction,Omalur_Road,Inner_Road,94,Mixed,42.41,Low,20,141,0.64,175,Clear,26.1,422.7,Accident,None,2.06,0.16,157
135,Salem,05-04-2024 02:38,05-04-2024,2:38,Friday,New_Bus_Stand_Junction,Hasthampatti,Main_Road,304,Two_Wheeler_Dominant,30.68,Moderate,72,136,0.48,79,Clear,27.9,417.7,None,None,2.66,0.39,53
136,Salem,06-04-2024 22:15,06-04-2024,22:15,Saturday,Cherry_Road_Junction,Sankari_Main_Road,National_Highway,249,Car_Dominant,47.73,Moderate,0,65,0.38,33,Clear,20.1,697.8,None,None,1.14,0.36,163
137,Salem,07-04-2024 19:16,07-04-2024,19:16,Sunday,Ammapet_Signal,Attur_Road,National_Highway,312,Car_Dominant,47.79,Moderate,62,150,0.43,96,Clear,38.1,647,None,None,1.77,0.42,202
138,Salem,08-04-2024 06:34,08-04-2024,6:34,Monday,Kitchipalayam_Signal,Fairlands,National_Highway,472,Heavy_Vehicles,52.35,Severe,27,177,0.59,36,Clear,18.9,325.9,Breakdown,Minor,1,0.6,183
139,Salem,08-04-2024 06:47,08-04-2024,6:47,Monday,New_Bus_Stand_Junction,Seelanaickenpatti,State_Highway,148,Heavy_Vehicles,23.59,Severe,70,179,0.6,35,Hot,24.7,879.5,None,Major,2.03,0.54,70
140,Salem,09-04-2024 09:14,09-04-2024,9:14,Tuesday,Saradha_College_Signal,Omalur_Road,Inner_Road,283,Mixed,27.21,High,66,133,0.6,199,Cloudy,41.9,950.3,Accident,None,1.32,0.73,197
141,Salem,09-04-2024 22:44,09-04-2024,22:44,Tuesday,New_Bus_Stand_Junction,Kitchipalayam,Inner_Road,539,Heavy_Vehicles,33.81,Low,22,156,0.48,293,Clear,18.7,952.4,None,Minor,2.53,0.42,233
142,Salem,11-04-2024 02:37,11-04-2024,2:37,Thursday,Omalur_Junction,Ammapet,Inner_Road,171,Mixed,39.88,Moderate,39,63,0.51,273,Rain,39.1,476.5,Breakdown,None,1.45,0.51,110
143,Salem,11-04-2024 04:01,11-04-2024,4:01,Thursday,Steel_Plant_Signal,Sankari_Main_Road,State_Highway,214,Heavy_Vehicles,16.84,Moderate,65,62,0.53,174,Hot,30.1,870.9,Road_Work,Moderate,2.14,0.82,154
144,Salem,11-04-2024 04:23,11-04-2024,4:23,Thursday,Seelanaickenpatti_Signal,Cherry_Road,National_Highway,375,Mixed,17.16,High,64,177,0.57,173,Clear,36.6,322.6,Breakdown,None,0.93,0.36,175
145,Salem,12-04-2024 14:22,12-04-2024,14:22,Friday,Steel_Plant_Signal,Omalur_Road,Inner_Road,417,Mixed,46.6,Moderate,26,107,0.67,290,Rain,34.2,433.8,Breakdown,Minor,1.16,0.74,206
146,Salem,12-04-2024 22:19,12-04-2024,22:19,Friday,Kondalampatti_Junction,Cherry_Road,State_Highway,142,Car_Dominant,49,Moderate,42,173,0.46,247,Rain,40.8,389.5,Breakdown,Major,0.83,0.68,195
147,Salem,16-04-2024 20:13,16-04-2024,20:13,Tuesday,Steel_Plant_Signal,Kondalampatti,Main_Road,347,Two_Wheeler_Dominant,24.98,High,69,148,0.49,89,Hot,37.4,923.1,Breakdown,None,1.73,0.82,204
148,Salem,17-04-2024 13:50,17-04-2024,13:50,Wednesday,New_Bus_Stand_Junction,New_Suramangalam,Inner_Road,552,Car_Dominant,22.66,High,34,100,0.52,279,Hot,34.3,928.9,Road_Work,Minor,1.35,0.94,232
149,Salem,18-04-2024 11:51,18-04-2024,11:51,Thursday,Steel_Plant_Signal,Sankari_Main_Road,National_Highway,425,Two_Wheeler_Dominant,26.28,High,66,63,0.37,16,Hot,22.8,691.1,None,None,2.47,0.58,203
150,Salem,18-04-2024 14:20,18-04-2024,14:20,Thursday,Steel_Plant_Signal,Seelanaickenpatti,Main_Road,234,Two_Wheeler_Dominant,65.65,Moderate,12,129,0.53,250,Clear,31.7,417.7,None,None,2.18,0.42,170
151,Salem,18-04-2024 20:31,18-04-2024,20:31,Thursday,Five_Roads,Sankari_Main_Road,Inner_Road,93,Mixed,28.21,Low,17,170,0.51,168,Cloudy,32.2,317.8,Breakdown,Moderate,2.58,0.91,155
152,Salem,21-04-2024 14:44,21-04-2024,14:44,Sunday,Steel_Plant_Signal,Fairlands,Inner_Road,115,Mixed,44.56,Low,20,77,0.34,217,Cloudy,30.8,150.9,Road_Work,Minor,1.56,0.37,81
153,Salem,22-04-2024 00:04,22-04-2024,0:04,Monday,Ammapet_Signal,Steel_Plant,Main_Road,569,Mixed,64.24,Moderate,61,112,0.35,242,Rain,26.7,696.2,None,None,1.35,0.21,64
154,Salem,22-04-2024 04:32,22-04-2024,4:32,Monday,Kitchipalayam_Signal,Sankari_Main_Road,Main_Road,507,Heavy_Vehicles,25,High,6,127,0.39,116,Clear,32,612.6,Accident,Minor,2.27,0.62,93
155,Salem,22-04-2024 15:14,22-04-2024,15:14,Monday,Attur_Road_Junction,Steel_Plant,Inner_Road,260,Car_Dominant,23.39,Moderate,69,156,0.63,50,Clear,41.2,817,None,None,1.74,0.78,203
156,Salem,24-04-2024 20:04,24-04-2024,20:04,Wednesday,New_Bus_Stand_Junction,Kondalampatti,State_Highway,325,Two_Wheeler_Dominant,18.01,Low,51,98,0.39,282,Clear,29.4,161.5,Breakdown,None,0.95,0.73,231
157,Salem,25-04-2024 03:29,25-04-2024,3:29,Thursday,Five_Roads,Hasthampatti,Inner_Road,223,Two_Wheeler_Dominant,17.58,Moderate,3,163,0.46,220,Clear,24.6,157.6,None,None,2.25,0.83,210
158,Salem,25-04-2024 21:46,25-04-2024,21:46,Thursday,Kitchipalayam_Signal,Kondalampatti,National_Highway,169,Mixed,16.34,Low,22,118,0.47,289,Clear,25.5,470.8,None,Minor,2.27,0.25,110
159,Salem,27-04-2024 02:57,27-04-2024,2:57,Saturday,Saradha_College_Signal,New_Suramangalam,National_Highway,120,Mixed,44.27,Severe,48,169,0.66,103,Clear,19.1,360,None,None,2.36,0.78,89
160,Salem,29-04-2024 03:24,29-04-2024,3:24,Monday,Cherry_Road_Junction,Ammapet,Main_Road,332,Mixed,43.27,High,57,121,0.41,182,Clear,34.9,168.6,None,None,2.29,0.27,105
161,Salem,29-04-2024 10:49,29-04-2024,10:49,Monday,Hasthampatti_Circle,New_Suramangalam,Inner_Road,224,Two_Wheeler_Dominant,40.71,Low,65,62,0.53,63,Hot,36.8,168.1,None,Minor,1.13,0.55,227
162,Salem,30-04-2024 08:21,30-04-2024,8:21,Tuesday,Ammapet_Signal,Fairlands,Inner_Road,96,Mixed,37.05,High,16,75,0.33,283,Clear,26.2,554.3,None,Minor,1.41,0.9,120
163,Salem,30-04-2024 12:07,30-04-2024,12:07,Tuesday,Hasthampatti_Circle,Cherry_Road,Inner_Road,456,Two_Wheeler_Dominant,64.32,Low,18,113,0.38,118,Cloudy,35.1,951.8,Accident,None,2.3,0.39,215
164,Salem,01-05-2024 05:26,01-05-2024,5:26,Wednesday,Steel_Plant_Signal,Kondalampatti,State_Highway,486,Car_Dominant,38.74,Moderate,18,119,0.57,13,Hot,40.4,191.6,Breakdown,None,2.72,0.29,184
165,Salem,02-05-2024 04:30,02-05-2024,4:30,Thursday,Sankari_Main_Road,Seelanaickenpatti,National_Highway,487,Mixed,33.34,High,8,89,0.31,93,Rain,39.8,716.9,Breakdown,Minor,1.39,0.78,204
166,Salem,02-05-2024 08:25,02-05-2024,8:25,Thursday,Ammapet_Signal,Kitchipalayam,State_Highway,304,Two_Wheeler_Dominant,68.32,Severe,72,104,0.54,116,Clear,33.3,632,Road_Work,None,2.51,0.55,193
167,Salem,02-05-2024 08:28,02-05-2024,8:28,Thursday,Fairlands_Junction,Ammapet,State_Highway,128,Mixed,64.96,High,73,157,0.39,165,Rain,27.3,970.3,None,None,1.57,0.92,144
168,Salem,02-05-2024 22:10,02-05-2024,22:10,Thursday,Steel_Plant_Signal,Kondalampatti,National_Highway,548,Heavy_Vehicles,38.03,Moderate,53,75,0.68,93,Cloudy,18,498.3,Market_Congestion,None,2.13,0.24,147
169,Salem,03-05-2024 15:58,03-05-2024,15:58,Friday,Fairlands_Junction,Kondalampatti,Main_Road,466,Mixed,27.17,Moderate,2,155,0.49,222,Clear,29.3,244.3,None,None,1.8,0.37,187
170,Salem,03-05-2024 18:05,03-05-2024,18:05,Friday,Omalur_Junction,New_Suramangalam,Inner_Road,572,Mixed,18.36,High,68,178,0.51,51,Clear,32.2,549,None,Minor,1.33,0.41,92
171,Salem,03-05-2024 22:30,03-05-2024,22:30,Friday,Seelanaickenpatti_Signal,Attur_Road,State_Highway,175,Mixed,39.93,Low,40,67,0.53,143,Clear,39.2,182.9,None,None,2.22,0.38,137
172,Salem,03-05-2024 23:26,03-05-2024,23:26,Friday,Kitchipalayam_Signal,Ammapet,National_Highway,137,Two_Wheeler_Dominant,18.61,High,38,154,0.38,28,Cloudy,39.4,956.3,Market_Congestion,Minor,1.13,0.65,69
173,Salem,04-05-2024 04:41,04-05-2024,4:41,Saturday,Kitchipalayam_Signal,Steel_Plant,Inner_Road,454,Heavy_Vehicles,21.08,Low,19,78,0.33,101,Cloudy,21.8,442.5,None,None,2.5,0.17,207
174,Salem,04-05-2024 15:51,04-05-2024,15:51,Saturday,Steel_Plant_Signal,Fairlands,Inner_Road,582,Mixed,35.75,High,70,164,0.37,86,Clear,22.7,434.6,Accident,None,1.05,0.81,154
175,Salem,05-05-2024 02:17,05-05-2024,2:17,Sunday,Kondalampatti_Junction,Ammapet,Main_Road,126,Mixed,42.62,Moderate,51,138,0.64,133,Clear,41.5,457.9,None,Minor,2.12,0.61,136
176,Salem,05-05-2024 11:18,05-05-2024,11:18,Sunday,Hasthampatti_Circle,Kondalampatti,State_Highway,347,Mixed,46.44,High,16,85,0.38,73,Rain,28.9,556.2,None,None,1.38,0.43,204
177,Salem,05-05-2024 16:26,05-05-2024,16:26,Sunday,Sankari_Main_Road,Seelanaickenpatti,National_Highway,137,Two_Wheeler_Dominant,51.23,Low,14,118,0.38,38,Clear,28,854.1,None,None,2.26,0.53,138
178,Salem,06-05-2024 07:04,06-05-2024,7:04,Monday,Ammapet_Signal,New_Suramangalam,National_Highway,498,Mixed,17.02,High,32,78,0.64,6,Cloudy,33.2,485.8,None,Minor,1.65,0.59,218
179,Salem,06-05-2024 20:17,06-05-2024,20:17,Monday,Five_Roads,Attur_Road,Inner_Road,595,Heavy_Vehicles,34.01,Severe,17,108,0.43,26,Cloudy,24.9,835.4,None,Minor,0.9,0.85,151
180,Salem,06-05-2024 23:35,06-05-2024,23:35,Monday,Fairlands_Junction,Steel_Plant,Main_Road,419,Mixed,22.04,Moderate,35,155,0.6,5,Rain,19.9,956.3,Accident,Minor,2.33,0.92,125
181,Salem,07-05-2024 02:28,07-05-2024,2:28,Tuesday,Kitchipalayam_Signal,Ammapet,State_Highway,540,Mixed,19.78,High,17,135,0.44,73,Rain,37.3,691,None,None,1.53,0.28,163
182,Salem,07-05-2024 03:29,07-05-2024,3:29,Tuesday,Sankari_Main_Road,Kondalampatti,State_Highway,517,Car_Dominant,23.25,Moderate,0,147,0.38,16,Rain,39.6,122.7,None,Minor,1.36,0.59,51
183,Salem,07-05-2024 08:10,07-05-2024,8:10,Tuesday,Kondalampatti_Junction,Hasthampatti,State_Highway,226,Mixed,24.97,High,23,101,0.63,260,Clear,38.3,741.4,Breakdown,None,1.46,0.27,50
184,Salem,08-05-2024 14:54,08-05-2024,14:54,Wednesday,Kondalampatti_Junction,Attur_Road,National_Highway,213,Two_Wheeler_Dominant,16.87,Moderate,26,131,0.68,295,Cloudy,25.6,759.2,None,None,1.49,0.29,220
185,Salem,08-05-2024 17:55,08-05-2024,17:55,Wednesday,Omalur_Junction,Cherry_Road,Main_Road,469,Two_Wheeler_Dominant,17.25,High,9,65,0.39,132,Rain,20.8,271.1,None,Moderate,1.84,0.38,163
186,Salem,09-05-2024 15:07,09-05-2024,15:07,Thursday,New_Bus_Stand_Junction,Kitchipalayam,State_Highway,259,Two_Wheeler_Dominant,28.37,High,19,162,0.62,32,Fog,36.5,327.8,None,Minor,1.81,0.19,174
187,Salem,11-05-2024 11:10,11-05-2024,11:10,Saturday,Sankari_Main_Road,New_Suramangalam,Inner_Road,99,Two_Wheeler_Dominant,65.59,High,23,119,0.51,237,Clear,38.9,436.5,None,Minor,1.51,0.83,113
188,Salem,12-05-2024 10:17,12-05-2024,10:17,Sunday,Kitchipalayam_Signal,Kondalampatti,State_Highway,553,Mixed,25.49,Moderate,59,101,0.34,134,Hot,20.6,971.7,None,None,1,0.34,72
189,Salem,13-05-2024 05:37,13-05-2024,5:37,Monday,Five_Roads,Seelanaickenpatti,Main_Road,81,Mixed,51.59,Moderate,58,116,0.56,202,Rain,40,170.6,None,None,0.81,0.82,144
190,Salem,13-05-2024 12:20,13-05-2024,12:20,Monday,Omalur_Junction,Cherry_Road,State_Highway,367,Mixed,21.86,Moderate,6,80,0.45,154,Hot,33,376.1,None,None,1.64,0.54,98
191,Salem,14-05-2024 16:48,14-05-2024,16:48,Tuesday,Steel_Plant_Signal,Attur_Road,Inner_Road,350,Two_Wheeler_Dominant,26.35,Low,59,72,0.55,72,Rain,30.4,781.6,Accident,None,1.73,0.47,135
192,Salem,15-05-2024 01:06,15-05-2024,1:06,Wednesday,Ammapet_Signal,Attur_Road,Inner_Road,383,Mixed,43.77,Low,61,90,0.53,192,Fog,28.3,590,Road_Work,Major,2.67,0.57,209
193,Salem,15-05-2024 01:08,15-05-2024,1:08,Wednesday,Hasthampatti_Circle,New_Suramangalam,Main_Road,567,Two_Wheeler_Dominant,43.2,Moderate,64,155,0.4,54,Rain,21.4,587.6,None,None,0.91,0.27,229
194,Salem,15-05-2024 14:18,15-05-2024,14:18,Wednesday,Saradha_College_Signal,Kondalampatti,Main_Road,239,Mixed,50.53,Moderate,20,87,0.41,118,Clear,20.7,132.4,None,None,1,0.37,184
195,Salem,15-05-2024 16:55,15-05-2024,16:55,Wednesday,Omalur_Junction,Fairlands,State_Highway,423,Mixed,26.51,Severe,60,135,0.41,277,Clear,27.2,305.8,Accident,None,2.01,0.32,100
196,Salem,15-05-2024 20:37,15-05-2024,20:37,Wednesday,Kitchipalayam_Signal,Hasthampatti,State_Highway,114,Two_Wheeler_Dominant,49.33,Low,4,72,0.45,224,Hot,19.2,742.6,None,None,1.7,0.18,111
197,Salem,15-05-2024 21:05,15-05-2024,21:05,Wednesday,Omalur_Junction,Ammapet,State_Highway,496,Mixed,47.07,Moderate,37,90,0.31,271,Clear,40.7,490.6,None,Major,2.58,0.83,61
198,Salem,16-05-2024 04:04,16-05-2024,4:04,Thursday,Omalur_Junction,Kitchipalayam,Inner_Road,275,Heavy_Vehicles,31.2,Severe,63,178,0.62,109,Clear,23.6,764.9,Breakdown,None,2.65,0.92,242
199,Salem,16-05-2024 22:59,16-05-2024,22:59,Thursday,Sankari_Main_Road,Ammapet,State_Highway,555,Two_Wheeler_Dominant,62.43,High,27,87,0.6,208,Cloudy,18.3,591.9,Breakdown,None,0.83,0.5,173
200,Salem,17-05-2024 02:13,17-05-2024,2:13,Friday,Ammapet_Signal,Omalur_Road,Main_Road,467,Mixed,33.08,Low,29,86,0.34,280,Cloudy,38.5,813.8,None,None,2.22,0.84,216
201,Salem,18-05-2024 20:44,18-05-2024,20:44,Saturday,Kondalampatti_Junction,Sankari_Main_Road,State_Highway,564,Mixed,29.2,Moderate,16,116,0.45,180,Rain,25.2,288.3,Accident,None,0.82,0.23,156
202,Salem,19-05-2024 05:16,19-05-2024,5:16,Sunday,Fairlands_Junction,Cherry_Road,Inner_Road,452,Mixed,49.42,Low,79,122,0.48,203,Clear,29.1,726.8,Breakdown,Moderate,1.33,0.51,207
203,Salem,19-05-2024 13:31,19-05-2024,13:31,Sunday,Saradha_College_Signal,New_Suramangalam,National_Highway,178,Two_Wheeler_Dominant,46.7,Moderate,49,93,0.69,54,Cloudy,31.4,325.4,Accident,None,2.58,0.33,203
204,Salem,19-05-2024 13:53,19-05-2024,13:53,Sunday,Omalur_Junction,Omalur_Road,National_Highway,265,Two_Wheeler_Dominant,48.17,High,10,151,0.56,81,Rain,18.1,119.7,Accident,Moderate,1.12,0.4,112
205,Salem,19-05-2024 16:34,19-05-2024,16:34,Sunday,Steel_Plant_Signal,New_Suramangalam,National_Highway,499,Car_Dominant,64.2,High,15,134,0.59,62,Hot,25.7,156.3,Accident,Moderate,2.41,0.69,106
206,Salem,20-05-2024 07:14,20-05-2024,7:14,Monday,Sankari_Main_Road,Kitchipalayam,Main_Road,515,Mixed,34.7,Low,30,139,0.7,255,Cloudy,28.7,803.2,None,Minor,2.02,0.58,232
207,Salem,21-05-2024 04:08,21-05-2024,4:08,Tuesday,Hasthampatti_Circle,Ammapet,Inner_Road,157,Two_Wheeler_Dominant,24.19,Low,1,106,0.31,198,Cloudy,31.1,823.2,None,None,2.74,0.46,153
208,Salem,21-05-2024 17:00,21-05-2024,17:00,Tuesday,Steel_Plant_Signal,Steel_Plant,Main_Road,206,Car_Dominant,40.96,High,11,133,0.55,177,Clear,28.5,169.3,None,Moderate,1.3,0.81,229
209,Salem,22-05-2024 05:37,22-05-2024,5:37,Wednesday,New_Bus_Stand_Junction,Kitchipalayam,National_Highway,358,Car_Dominant,69.14,Moderate,52,170,0.57,229,Rain,30.1,939.4,Breakdown,None,0.87,0.86,185
210,Salem,22-05-2024 14:40,22-05-2024,14:40,Wednesday,Cherry_Road_Junction,Hasthampatti,Inner_Road,554,Mixed,58.1,Severe,52,72,0.32,219,Cloudy,31,347.2,None,None,0.87,0.17,80
211,Salem,24-05-2024 03:53,24-05-2024,3:53,Friday,Seelanaickenpatti_Signal,Kondalampatti,Inner_Road,532,Heavy_Vehicles,16.49,Moderate,33,96,0.67,33,Cloudy,18.2,239.3,Breakdown,None,2.42,0.45,209
212,Salem,25-05-2024 16:42,25-05-2024,16:42,Saturday,Kitchipalayam_Signal,Sankari_Main_Road,National_Highway,477,Heavy_Vehicles,23.34,Low,63,134,0.4,30,Cloudy,34.5,275.7,None,None,2.65,0.18,73
213,Salem,26-05-2024 07:38,26-05-2024,7:38,Sunday,Ammapet_Signal,Kitchipalayam,Main_Road,481,Heavy_Vehicles,60.59,Moderate,20,86,0.64,70,Clear,30.4,300.1,Road_Work,Moderate,1.07,0.92,193
214,Salem,27-05-2024 07:47,27-05-2024,7:47,Monday,New_Bus_Stand_Junction,Hasthampatti,Inner_Road,261,Mixed,22.53,Moderate,48,110,0.46,22,Rain,30,888.7,None,None,1.41,0.72,123
215,Salem,27-05-2024 14:56,27-05-2024,14:56,Monday,Attur_Road_Junction,Cherry_Road,Main_Road,178,Mixed,51.58,Moderate,18,142,0.45,20,Rain,19.3,323.5,Accident,None,1.18,0.8,194
216,Salem,27-05-2024 21:34,27-05-2024,21:34,Monday,Ammapet_Signal,Cherry_Road,Inner_Road,587,Mixed,65.89,Moderate,54,168,0.36,276,Clear,25.1,205.8,None,None,2.31,0.26,99
217,Salem,27-05-2024 22:18,27-05-2024,22:18,Monday,New_Bus_Stand_Junction,Fairlands,Inner_Road,381,Two_Wheeler_Dominant,35.88,High,51,168,0.63,178,Rain,30,652,Road_Work,None,1.37,0.86,75
218,Salem,28-05-2024 02:54,28-05-2024,2:54,Tuesday,Saradha_College_Signal,Steel_Plant,Inner_Road,101,Mixed,34.15,Low,30,77,0.35,107,Cloudy,20.7,711.7,Breakdown,None,2.58,0.25,195
219,Salem,29-05-2024 01:14,29-05-2024,1:14,Wednesday,Fairlands_Junction,Seelanaickenpatti,Main_Road,91,Mixed,29.27,Low,48,140,0.59,98,Clear,19.8,630.5,Accident,None,0.83,0.39,163
220,Salem,29-05-2024 16:45,29-05-2024,16:45,Wednesday,Kondalampatti_Junction,Kitchipalayam,Main_Road,121,Mixed,19.55,High,28,141,0.44,182,Clear,38.1,499.5,None,None,2.18,0.39,174
221,Salem,30-05-2024 07:25,30-05-2024,7:25,Thursday,Kondalampatti_Junction,Kondalampatti,State_Highway,316,Mixed,37.04,Moderate,11,122,0.33,147,Rain,33,683.7,None,Minor,2.61,0.82,179
222,Salem,30-05-2024 13:10,30-05-2024,13:10,Thursday,Seelanaickenpatti_Signal,Seelanaickenpatti,National_Highway,281,Mixed,21.63,Moderate,9,153,0.6,185,Clear,39.1,569.3,None,Moderate,1.16,0.72,50
223,Salem,30-05-2024 20:39,30-05-2024,20:39,Thursday,Saradha_College_Signal,Seelanaickenpatti,National_Highway,356,Heavy_Vehicles,47.45,Moderate,54,170,0.63,222,Cloudy,25.3,962.1,Accident,None,1.29,0.51,203
224,Salem,31-05-2024 00:53,31-05-2024,0:53,Friday,Steel_Plant_Signal,Cherry_Road,Main_Road,292,Mixed,66.93,Low,10,62,0.64,277,Hot,39.4,249.2,Accident,Moderate,2.11,0.49,68
225,Salem,31-05-2024 06:03,31-05-2024,6:03,Friday,Kondalampatti_Junction,Cherry_Road,Inner_Road,419,Car_Dominant,48.32,Low,54,85,0.32,161,Clear,29.8,955.4,None,None,1.82,0.74,194
226,Salem,31-05-2024 10:47,31-05-2024,10:47,Friday,Hasthampatti_Circle,Seelanaickenpatti,State_Highway,91,Heavy_Vehicles,32.34,High,14,101,0.55,241,Cloudy,27.7,601.2,Procession,None,2.31,0.26,154
227,Salem,01-06-2024 18:37,01-06-2024,18:37,Saturday,Sankari_Main_Road,Attur_Road,State_Highway,571,Mixed,51.5,Low,74,66,0.51,267,Cloudy,36.9,689.7,None,Minor,2.37,0.93,91
228,Salem,02-06-2024 14:20,02-06-2024,14:20,Sunday,Kitchipalayam_Signal,New_Suramangalam,Inner_Road,453,Mixed,59.94,High,26,131,0.65,96,Clear,24.2,398.4,Accident,Moderate,1.45,0.82,195
229,Salem,02-06-2024 16:19,02-06-2024,16:19,Sunday,New_Bus_Stand_Junction,Hasthampatti,Inner_Road,133,Two_Wheeler_Dominant,64.48,Low,70,176,0.38,191,Clear,26.3,192.3,None,None,2.4,0.28,217
230,Salem,03-06-2024 06:24,03-06-2024,6:24,Monday,Attur_Road_Junction,Fairlands,Main_Road,137,Two_Wheeler_Dominant,53.36,Moderate,37,115,0.7,245,Cloudy,33.5,563.4,None,Minor,2.42,0.24,91
231,Salem,03-06-2024 12:35,03-06-2024,12:35,Monday,Sankari_Main_Road,Hasthampatti,National_Highway,191,Mixed,49.52,Low,71,117,0.33,280,Cloudy,27.8,742.9,Procession,Moderate,2.33,0.23,183
232,Salem,03-06-2024 21:38,03-06-2024,21:38,Monday,Ammapet_Signal,Ammapet,Inner_Road,269,Mixed,42.41,High,34,68,0.57,190,Rain,29.1,350.1,None,Minor,0.88,0.31,78
233,Salem,04-06-2024 15:07,04-06-2024,15:07,Tuesday,Five_Roads,Steel_Plant,Main_Road,198,Mixed,37.98,Moderate,41,120,0.46,231,Cloudy,26.9,116.3,Accident,None,1.01,0.57,199
234,Salem,04-06-2024 22:25,04-06-2024,22:25,Tuesday,Fairlands_Junction,Hasthampatti,National_Highway,455,Two_Wheeler_Dominant,41.81,High,43,141,0.42,25,Rain,39.7,322.8,None,Minor,1.24,0.43,74
235,Salem,05-06-2024 07:14,05-06-2024,7:14,Wednesday,Kondalampatti_Junction,Omalur_Road,Main_Road,552,Two_Wheeler_Dominant,61.3,Low,75,143,0.55,75,Rain,24.6,911.7,Breakdown,Moderate,1.77,0.19,75
236,Salem,05-06-2024 08:14,05-06-2024,8:14,Wednesday,Five_Roads,Steel_Plant,Inner_Road,514,Heavy_Vehicles,29.89,Moderate,34,160,0.35,262,Cloudy,21.2,649,None,Major,2.2,0.39,243
